,text
1635,"Los mejores, felicidades 🎉💜 andan con todo 🔥🙌"
1636,👏
1637,Y yo con mi nu bloqueada 🤡
1638,Ya lo e intentado varias veces y ya manende todos mis datos y no mas no! La nesecito me urge NU
1639,Tengan cuidado viajeros amigos no sirve nos dejan varados no la adquieran
1640,"Si le ponen cash back es la TDC perfecta, el futuro es morado."
1641,"Y para cuando nos dejan de engañar que están ""validando"" algo que ya estaba bien y desbloquean las tarjetas, 1 mes y medio sin respuesta."
1642,Un año con ustedes haciendo mis pagos puntuales y nada que me suben el jodido límite.
1643,Ya no aumentan crédito es lo único malo
1644,Yo amooo NU llevo poco con ella y ya me aumentaron el límite de credito😍😍😍😍gracias por confiar en mi 😍😍😍
1645,Horrible la comisión y me bajaron la línea de crédito y pago puntual HORRIBLE 😮
1646,💜 #soynulover de corazón! 💜
1647,AMO MI MORADITA 💜
1648,👏❤️🙌
1649,Felicidades y gracias Nu 🥳 me ayudó mucho cuando más lo necesitaba y a mi me gustaría que ofrecieran en un futuro préstamos personales. 🎉🎇💜
1650,💜💜💜💜💜💜💜💯💜💜💜💜💜
1651,💜
1652,"Tengan cuidado no sirve, te engañan, amigos viajeros esta tarjeta te deja varado. Sin hacer nada y no soluciaona nada, no la adquieran"
1653,Desbloqueen mi tarjeta
1654,Excelente amigos Nu
1655,Cuando desbloquean mi tarjeta?
1656,"Gracias por regalar detalles y tiempo para reflejarnos en una imagen sueños, gustos, anhelos y lo increíble que puede representar una imagen. Gracias NU 🙌🏼. Espero pronto tener el cuadro en mis manos. 👍🏼"
1657,"Que bonito, pero en vez de estar publicando cosas para atraer al público, resuelvan lo de las tarjetas bloqueadas, porque no solo es uno, son varias personas perjudicadas por su error @profecomx"
1658,@nu.mx inteligencia artificial necesitan para resolver los problemas de sus clientes ya que tienen 3 semanas analizado una actualización de datos.
1659,Increíbles 🔥
1660,"Gran mensaje para estos tiempos tan abrumadores, humanizarnos es la clave 💜"
1661,🙌🙌🙌🙌
1662,Pensé que era Beatriz Aurora Pinzón Solano 🤭💜
1663,"No la adquieran te deja varado a todos los viajeros no soluciona nada. Te deja sacar un 5% de tu saldo jajaja sí derecho al saldo total malditos del mal, osea que si viajo y no tengo agua me matas por lo tener mas del. Saldo jajaja a la mdr no lo adquieran"
1664,"El SAT es una sanguijuela, pero llegará el día en el que todos nos organicemos y los mandemos a volar."
1665,Desbloqueen mi tarjeta
1666,Bla bla bla
1667,Estimado amigos @nu.mx al no tener respuesta ni apoyo de su parte y al tener una mala respuesta de los requerimientos me vi en la necesidad de generar una denuncia en la comisión nacional bancaria y en profeco qué son los entes qué avalan a los consumidores.
1668,Desbloqueen mi tarjeta. Favor de dar solución a los clientes. Que absurdo.
1669,"Tuve que cancelar NU: pésimo servicio no me dejan pagar en ningun lugar con ella. SE ROBARON mi saldo a favor 6, 000 pesos. Y me trataron como basura por querer cancelar. AGUAS NO CONTRATEN NU PESIMO SERVICIO y no sirve para pagar en ningun lado."
1670,"Necesito que me desbloqueen la tarjeta, un mes esperando, estoy bastante molesto y no me dan respuesta, nada de esperar al mail, por favor den respuestas concretas"
1671,@nu.mx su servicio es una basura más de dos semanas esperando un mail para actualización de datos porque me bloquearon la tarjeta y la app no funciona.
1672,Alguien más le pidió cambiar clabe? Dice que la anterior ya no será válida 😢
1673,"Y si no lo hacemos por cualquier situación , que pasará? No podremos usar más nuestra MORADITA"
1674,Y ahora Nu por que? Ya hasta cambiaron la razón social para hacer el pago de nuestras tc
1675,🔥💜 tio Nu!
1676,"Prefiero Rappicard, ahí me dan mucho más crédito y me aumentan más seguido mi credito, tengo NU desde que llegó a México y solo me han aumentado menos de 2mil pesos, con RppC empecé casi con el mismo crédito y ya tengo más de el doble en menos tiempo.... 😔"
1677,El @satmx buscando siempre la manera de complicarnos la existencia. Te quiero Nu 💜
1678,Desbloqueen mi tarjeta
1679,"Tuve que cancelar NU: pésimo servicio no me dejan pagar en ningun lugar con ella. SE ROBARON mi saldo a favor 6, 000 pesos. Y me trataron como basura por querer cancelar. AGUAS NO CONTRATEN NU PESIMO SERVICIO y no sirve para pagar en ningun lado."
1680,"Y para cuando mi aumento he pagado todo en tiempo y forma durante 1 año que llevo con usted3s y nada, he decidido mejor ya no usarla despues de pagar mi siguiente estado de cuenta, una desepcion NU cuando al principio estaban superando mis espectativas."
1681,❤️
1682,No contraten esta tarjeta no se dejen engañar
1683,"@nu.mx sigo sin solución. Que pasa?! Correo, chat, teléfono, nadie resuelve mi problema. Este es el banco que no es como los bancos tradicionales???? Si no me resuelven hoy el bloqueo de mi tarjeta, cancelo la cuenta y seguramente diré con gusto para que la gente no se meta con ustedes."
1684,@nu.mx no soluciona los problemas de su aplicación para validar los datos y tiene las tarjetas bloqueadas hace casi 1 mes y tienen el peor servicio al cliente
1685,💜💜💜💜💜Hermosura de color💜💜💜💜💜
1686,"A ver si ya quitan sus j0didos anuncios de YouTube, que me aparecen cada 2x3, y son el 50% de anuncios en total."
1687,Si
1688,"Hola , soy usuario de NU hace varios años y ahora por la actualización de datos tengo la tarjeta bloqueada .. he mandado muchos correos a ayuda NU y no tengo atención .. que puedo hacer para que me atiendan ?"
1689,Para cuando el desbloqueo de las tarjetas? Tienen un mal sistema y uno paga las consecuencias
1690,No me han bajado de la lista de espera 😢
1691,"Amo su contenido, en serio soy fan 💜"
1692,"Tremenda foto, hermoso paisaje"
1693,Corran
1694,Me dejaron tirado si poder sacar del cajero
1695,No funciona corran
1696,Desbloqueen mi tarjeta
1697,Porqué no se puede recuperar una cuenta de tarjeta de crédito ya eliminada?
1698,"Tienen el peor servicio al cliente, bloquean las tarjetas y no dan solución"
1699,@nu.mx no tienen una solución solo dicen estamos trabajando mentiras y mentiras 🤥
1700,Pésimo servicio @nu.mx
1701,"Un mes con bloqueo sin justificación, habiendo tenido todo actualizado y enviado de nuevo la info, y solo largar. Estrategia para restringir el acceso los extranjeros de la app, penoso."
1702,"@nu.mx 10 días de tarjeta bloqueada y sin respuesta por parte de ustedes. Soy cliente hace 2 años, siempre pagando por adelantado, nunca rebasando limites, y es así brindame atención? La app no funciona, el chat no resuelve, y el correo no contestan. Lástima."
1703,Estaría bueno que los intereses bajaran cuando difieres
1704,💜💜💜
1705,Una pregunta la moradita de débito tiene anualidad o cantidad mínima en la cuenta o algo así ?
1706,Tengo ya mi moradita de débito pero ya no aparece el saldo. Solo aparece transferir y recibir.
1707,Ya tengo mi moradita debito💜💜💜
1708,Desbloqueen mi tarjeta
1709,@nu.mx basura de servicio. Más de dos semanas bloqueada mi tarjeta por una supuesta actualización de datos. Cada vez que escribo lo único que dicen es que espere. No sirve para nada su atención al cliente y engañan a la gente
1710,"Tienen el peor servicio al cliente, bloquean las tarjetas y no dan solución"
1711,"Terrible servicio para estranjeros! bloqueo de tarjeta sin aviso previo, sin explicar que datos estan en falta, y sin soluciones desde hace varios dias. el servicio al cliente simplesmente no funciona. una desilusion..."
1712,@mavos_0
1713,"Pa cuando me van a desbloquear la cuenta? Ya voy pa una semana y dos días que recibí el correo de completar mis datos ya que la app no me da la opción de hacerlo yo mismo, y todo en menos de un año, mi carnet de extranjero no tiene vencimiento..."
1714,"Estoy dentro del 2 de cada 10. Lo que me recuerda, tío Nu. Hoy me llegó mi primer estado de cuenta y me marca el límite de crédito que yo me asigné con la app…"
1715,Videazo!! Fan de la producción y de @sharouspixie 💜🤝🏾
1716,Un fatality a los gastos hormiga. 🕹️💜💜💜
1717,Esa señora la conozco 😮
1718,Gracias por traernos a @sharouspixie 😍
1719,Definitivamente un power up 🍄 a mis finanzas
1720,Listisimo para subir el nivel de mis finanzas 🎮💵📈🫰🏻 #FinanzasOp #NuGamer 💜
1721,🕹️💰💜
1722,"Y antes que me pidan que me contacte a soporte, ya lo he hecho. Justo ahora NADIE contesta. Llevo un mes y sigue todo igual. Son una pesadilla."
1723,Mejor pónganse a solucionar el problema que tienen miles de usuarios para actualizar datos. No un comunicado han hecho al respecto. No son una empresa seria @nu.mx
1724,Para cuando msi con Mercado libre 🥲
1725,Se está armando el 🐙
1726,Gracias Nu por@incrementar mi saldo 😍
1727,"Todo estaba bien con la miradita, estaba enamorada de ella, hasta que, tal parece vendieron bases de datos, en menos de 1 mes, 3 cargos no reconocidos. Tendré que despedirme de ella"
1728,Tío NU. Necesitamos meses sin intereses con alguna clínica de alineadores invisibles 😢
1729,Buu
1730,Tío nu no se ve lo que dice el pastel
1731,👏🙌🙌
1732,🙌🙌🙌💜
1733,Se está armando el pulpo 🐙
1734,Se está armando el pulpo 🐙
1735,"He buscando inalcanzablemente que me apoyen para regularizar mi cuenta, lamentablemente tuve una mala racha, y honestamente creí que serian un poco más flexibles puesto que todo su servicio y trato desde el día uno ha sido excelente pero solo he recibido la misma respuesta tajante que es practicamente que liquide la cuenta lo cual sale de mis posibilidades en el corto y mediano plazo, de verdad no quiero dejar de ser su cliente y pensé que tendrían más opciones de apoyo para situaciones así, al presentarse como un banco diferente y con sentido humano. Espero me puedan apoyar"
1736,"Quiero un aumento 😞 pago siempre a tiempo pero ya no puedo pedir esos aumentos de forma manual, ese análisis de forma automática no me da mucha confianza"
1737,Aquí una fan de su moradita 🫶🏻💜✨
1738,"Justamente hace unos minutos me acaba de llegar mi moradita y está preciosa y con stickers y tarjetero, hasta ahorita me está gustando mucho este banco.💜"
1739,Que documento puedo presentar como comprobante de domicilio para tener mis datos actualizados?
1740,👏
1741,Ya la tenemos
1742,Moradita 🔥😍
1743,La cuenta de debito vendrá con stickers y tarjetero cómo la de crédito??
1744,Para cuándo la nueva cuenta NU!?
1745,Mira amiga @caro.esmo.1 💟
1746,"La formula del volumen para el cilindro no es esaaa nuuu, es πr²h"
1747,"Bueno, ¿ya lanzaran nuevos productos ademas de la debito? Deberian por favor lanzar otros como inbursa que alianza con x empresa o banorte, y permitir tarjetas visa, carnet, amex...... Y diseños como la de hey banco!!!! Y poder vender tarjetas express (sin nombre) en tiendas como oxxo o farmacias"
1748,💜💜💜
1749,"Estoy tan abrumado de alegría que mi largo deseo se ha hecho realidad, soy financieramente accesible a través de su plataforma @ciarafernandez_oficial"
1750,Está tarjeta no es segura abusados.
1751,"Asco de banco, no saquen tarjeta con ellos"
1752,"No dan la cara, le roban a las familias mexicanas"
1753,la tarjeta de debito saldrá este mes??
1754,Hmmm pues ni tan seguro porque la tarjeta trae números escritos y el cvv de la tarjeta digital no varía...
1755,"La tarjeta de débito saldrá en febrero? 👀👀 Solo respondan si si o no , no le diré a nadie jeje"
1756,Tio NU pa cuando los Msi en Mercado libre 👀
1757,"Por Podcast financiero te refieres a ""Maldita Pobreza"" de @lilolivares_ y @adultingmx ? Porque si es así, por su pollo que sí está en lo correcto tío Nu 🥷💜"
1758,Para cuándo la de débito? 👀😖
1759,Guajolota bien surtida
1760,"Jajajaja si soy el tamal dulce, pero sin pasas. 😂"
1761,😂😂😂
1762,😋😋😋
1763,😂 amo!
1764,Ya casi es mi cumpleaños tío Nu😢 un terminito morado me vendría bien pal jale jajaja
1765,"Ya se me antojó, porque soy el tamal de dulce jajaja ♥️"
1766,Jajaja Soy rajas con muuucho queso 🫔 🫔
1767,Soy un tamalito de rajas con queso 😂😋
1768,@becky.fonseca
1769,Excelentes tips gracias Nu México
1770,Holà no puedo entrar a mi cuenta y tampoco recibo el correo para restablecer mi información
1771,Yo en estos momentos trato de comprar mucho con ustedes para que me den un aumento 🥴
1772,💜💜💜💜💜
1773,Sin noticias de su esperada cuenta de Débito 😢😢😢 que tristeza 😿 seguro es que se va a tardar muchooooo ni modo seguiré usando DINN
1774,Lindos consejos Gracias y qué tal unas sugerencias para iniciar el fondo de ahorro para imprevistos?
1775,💜💜💜 Moradito Power
1776,No soy de las que puede ahorrar y ahora con mi Nu menos😂😂😂
1777,Tío NU por favor pongan cajeros se lo suplicamos
1778,Me encanta!!!!!!!
1779,"Cada que quiero validar mis datos me muestra error, ayúdenme porfavor"
1780,¡Por fin! Un aumento en mi línea de crédito. 😍💜
1781,"Ya que nano desapareció, nu debería de tener MSI en Mercado Libre😢"
1782,😍✨👏
1783,La cuenta de debito al fin ? 🙏
1784,La mejor !!
1785,Listo haber que sale
1786,Mi primer tarjeta y la consentida 💜💜
1787,"Muy contento con esta tarjeta, muy claro y resumido mi estado de cuenta, muy buena para esos momentos de emergencia 👍🏻"
1788,La cuenta de debito NU 🤔🤔
1789,Llevo años esperandolo
1790,"Si, quiero. Paaaarfavaaar 🙌"
1791,Jajaja 😝 un aumento en mi línea de crédito 👏👏
1792,Otra actualización en el contrato en verdad que tantas actualizaciones quieren? Tengo una tarjeta de BBVA oro ya tengo con ella dos años con ustedes un año y ya son tres actualización que hacen... Y ahora que otra actualización harán y para cuando.
1793,❤️❤️ Siempre confiable y no sabía que se podía retirar excelente gente Nu 💜💜
1794,@mariajoselopezfr @maralopezfr esta es la que podemos hacer que tengan una
1795,"Amo NU, siempre me salva de imprevistos y compras a último momento😂. Estaba leyendo comentarios y no sé cómo le hago para retirar en cajero con Nu?! ayutooo"
1796,💜💜💜💜💜💯💜💜💜💜💜💜💜💋💋💓🤞☘️☘️☘️💜💜💜
1797,"Llevo un año con ustedes,pagando a tiempo,a veces hasta usando más de mi límite de crédito y solo me dieron un aumento de 1000 a los 4 meses,han pasado ya 9 meses y nada de aumento :("
1798,He pasado la invitación y no las han aceptado solo las dejan en espera ya se han echo como tres intentos y nada ☹️
1799,Mis amigos me recomendaban NU pero me daba miedo no confiaba en esa tarjeta ahora soy feliz con mi Nu😍😍😍
1800,Ya denme un aumento tío nu 😝🥰
1801,Yo estoy muy molesta me bloquearon mi tarjeta que por una letra en mi curp cómo es posible que después de 2 reposiciónes y aumento de crédito no lo hayan notado cuando mis pagos están puntual me tocaba pagar 27 y cada mes pagaba los 17😡
1802,Gracias por el aumento de línea 😍💜 fue una grata sorpresa al despertar hoy!!
1803,💜💜💜
1804,Cómo puedo obtener la tarjeta nu?
1805,Va allegar la ultravioleta a México?
1806,Excelente tarjeta
1807,❤️
1808,"Atención con las cuentas falsas, tienen que prestar mucha atención y proteger a nosotros sus CLIENTES"
1809,Ya hace falta la Cuenta Nu!!
1810,"Gracias Nu, ya llevo 11 meses con ella 😜"
1811,Pa' cuando la tarjeta metálica?
1812,Te quiero mucho Nu 💜
1813,👏
1814,"La de débito para cuando ??
Desesperación total jejeje saludos 🖖"
1815,❤️
1816,Se puede pagar semanas antes de la fecha de corte o unos días antes ?
1817,@nu.mx solo dime si o no si la tarjeta de débito sale este mes 😢 ya no aguanto la espera para irme mentalizando a seguir esperando 👀
1818,Ya quiero la cuenta de débito 😡😡 jajaja
1819,"Gracias NU, siempre la uso, y seguimos con esta super Nu tarjeta. Sigan y ojalá suban mi crédito"
1820,❤️❤️❤️❤️❤️🙌🙌🙌
1821,"Una pregunta , si viajo a USA , si es aceptada sin tener que notificar o debo informar que estaré usándola en otro país? Gracias"
1822,Tio aumenta mi credito 😢 💜
1823,Radiografía
1824,🔥
1825,"Eso siempre se ha podido, no?"
1826,Hace poco me dieron mi nu y estoy feliz como lombriz😍😍😍😍gracias nu...
1827,Muchas gracias Nu!!!!
1828,🥹💜
1829,Siempre vanguardistas 💜
1830,👏👏👏 ahí van llegando de poco a poco como la app de Brasil❤️🙏🏽
1831,"Nu, gracias por llegar me siento muy contenta contigo, por cierto chismeeeee varios de tus primos quieren ahora q use sus TDC, y hasta me dicen q me cambie por ellos, esoooo jamás! ❤️ Nulover 💜"
1832,Hola! Genial iniciativa. Está para ver en video más allá del audio de Spotify?
1833,Hola! No puedo ingresar a mi app 😢
1834,A este paso la tarjeta de débito saldrá después del GTA 6 😢
1835,Yo muy contento y agradecido por la tarjeta Nu💜 de lo mejor sin problemas de nada. Saludos abrazote 🫂🙋🏼‍♂️
1836,Nu dame la oportunidad de ser parte de la familia nu este 2023 quiero enpesarlo contigo
1837,Porque ya no dan aumento desde hace varios meses???😢
1838,🙌🙌🙌
1839,Muchas gracias por el contenido de podcast!!! #nulovers 💜
1840,"Nu, cada vez más tu lover!🔥🔥🔥❤️❤️❤️"
1841,"Pues quitar la posibilidad de crecer los límites de crédito no van mucho en contra de lo típico, bajar la disposición de efectivo 4 veces no va mucho en contra de lo establecido, no dar respuestas en tiempo no va en contra de lo establecido, son como un bien candidato político, una vez ganaron y se volvieron unicornios y ahora a tratar al pueblo de la misma forma FELICIDADES"
1842,Cómo la canción de Digimon.
1843,✨✨✨✨✨
1844,Oye nu por que debo sacar una de crddito con ustedes? A ver venga esa labia!
1845,Jejej quisiera una camiseta 👕 como la de él 🙌
1846,Puedo hacer pagos en 🇺🇸 con mi nu ? @nu.mx
1847,Cuando sale la de débito?
1848,Tío @nu.mx mándame un saludo 💜
1849,"Hola NU, que fecha para las de débito? Lo hacen cansado 😴"
1850,🙌💜💜💜
1851,Buena Reylli 👍🏽
1852,"Cómo todos los bancos, revisan buró y niegan la tarjeta. Así que no tiene nada de diferente."
1853,"Porquería de tarjeta, mi buró de crédito está excelente arriba de 750 y tengo una tarjeta de crédito con Banregio, y ya van para dos años que estoy pidiendo un aumento y de 6000 no pasa , que es el crédito original que me otorgaron."
1854,Aumenten muy mal algoritmo gente sin score con líneas muy altas gente que tiene score alto y otras tarjetas no pasan de 3 mil en nu
1855,Yo llevo más de tres meses esperando a que me quiten de la lista de espera y me dejen tener mi tarjeta Nu😢
1856,Hola casi 3 meses y no me me llega mi tarjeta NU 😢
1857,A dónde tan basados con Sagitario 👀👀👀
1858,Cómo que acuario no dice: recibiras un aumento en tu linea de crédito? 😂😂
1859,Esta es una oportunidad para que todos ustedes cambien y obtengan libertad financiera con la ayuda de @ethanbowman0
1860,Hola que tal me llegó un correo de bloqueo preventivo que significa 🧐
1861,Si soy tío Nu 🫡
1862,🙌💜💜💜
1863,Ya mandé mi solicitud y no me han confirmado el plástico ( 20 días) y tengo buen puntaje crediticio quien me puede dar dato de mi solicitud?
1864,Alguien tiene un código de invitado para que pueda solicitar la tarjeta por favor
1865,♑️💜
1866,Y si!!! ♍️🔥❤️🙌
1867,♒️🔥🔥🔥
1868,♏ 🦂 Donde está?? Quiero ver que me deparan mis finanzas 🤭
1869,🦀
1870,No hay nu de débito?
1871,Donde se puedo hacer retiros ?
1872,Gracias por los consejos tío Nu 👏
1873,"Amo NU 💜 y el trabajo de los que están detrás de sus redes sociales, con el padrísimo contenido😍"
1874,"Era algo que hacía diferente la tarjeta. Ahora que será como las demás, darán recompensas por compras?"
1875,"❤️🙌 muchas gracias por los tips, la honestidad es un fuerte aliado, me encanta NU"
1876,Nadie se había preocupado tanto por mi ☺️
1877,Se pasan lo bajaron 😢 no deberian hacer eso con los que somos buenos clientes
1878,"💜💜💜felices fiestas🎄🎄🎄💜💜💜🙏🙏 bendiciones para todos 😘 paz,salud,amor y la moradita que nunca falte💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜mejorando cada día para el beneficio de cada familia 🙏😇💖😘💜💜💜💜💜💜💜💜💜💜💜"
1879,Una vez me dieron esta targeta pero se me bloqueo por que nunca me supe el nip y ahora no tengo idea de que hacer para que me repongan el plástico
1880,Super emergencia porque sale muy caro el dinero en efectivo
1881,"¿Por qué Paypal está enlistado cómo una forma de pago que ofrece msi pero cuando lo uso para pagar, no me da esa opción?"
1882,Felices fiestas Nu ! Y un estupendo 2023! Gracias por ser los mejores 🫶💜 Los amo
1883,😮 puedo hacer retiros de efectivo ????
1884,"Feliz Navidad y propero Año Nuevo #NuMX,"
1885,🔥🔥🔥
1886,♓️ ❤️
1887,@redguymx 👀👀👀👀
1888,Qué monada👏!
1889,Empezando la Capricorn season con Todo di ♑🐐
1890,"Los astros me deparan que me quede sin buen fin, sin regalos de navidad aun pagando todos los estados de cuenta al 100 % y no me pueden dar un aumento de crédito"
1891,Excelente nu me encantó el diseño y la animación que hicieron mis Felicitaciones gracias Nu México
1892,"Tío @nu.mx no me a llegado mi tarjeta de reposición, me dijeron que el 15 de Dic. 😢"
1893,😍😍😍
1894,🙌🏻👏🏻
1895,Por qué tanto de espera
1896,Amoooooo💜💜💜💜
1897,"¡’Felicidades por el genial diseño, Nu! Mi Bola de Cristal Vidente dice: ""más historíales crediticios mejorados y grandes oportunidades de crédito para millones de Mexicanos en el 2023"". Sabemos que vienen tiempos de mucha disciplina con pagos puntuales por las tasas de interés influidas por la economía global. Pero la Moradita puede ¡y su barrio mexicano la respalda! Que tengan unos maravillosos últimos días del 2022, y la inspiración del 2023 los encuentre saludables, creativos y motivados. ¡Un abrazo, Equipo!"
1898,♒️🏺🌊
1899,🔥🔥🔥 Increíble trabajo del diseñador y animador 🔥🔥🔥 ¡Está increíble! 😍
1900,@nu.mx se que es parte de tu éxito pero que bueno que has dejado de mostrar un poco la simbologia en redes sociales 🤙
1901,@nu.mx habrá alguna sorpresa o noticia de navidad o año nuevo ? Cuándo sale la tarjeta de débito 😢
1902,"@nu.mx cuando sale la tarjeta de débito 😢, ya llevo semanas registrado , pensé que ""muy pronto"" era antes de que termine el año 🥺"
1903,"Ya los amaba, ahora los amo más 🔥😍"
1904,Ahora no se puede retira 20 en cajero😢
1905,😍😍😍😍💜💜💜💜
1906,@fersanchezmakeup
1907,Wohooooo 💜💜💜💜💜✨✨✨✨✨!!!!
1908,Wow 💜💜💜💜
1909,A estrenar🔥
1910,"Ya voy para un año con su TDC, muy buena, solo me gustaría que tuvieran MSI con mercado libre"
1911,"Me gusta mucho , pero he utilizado mi tarjeta pagado a tiempo y llevo 7 meses sin aumento , eso ya me tiene triste pero bueno ojalá mejoren ello."
1912,Una super lonchera ejecutiva
1913,"¿Venden esa terminal, @nu.mx? 😱"
1914,Chulada de tarjeta
1915,"Esa terminal es contactless, para qué meter la tarjeta? Xd"
1916,🙌 Un saludo de Alfredo Adame!
1917,Obvio no lo pensé 2 veces en comprar con mi NU todos los regalitos navideños 😻✨
1918,"Yo comprando para mi medicamento, gracias Nu 🤧☹️"
1919,A bueno dándole publicidad a @clip.mx tengo ambas cosas la tarjeta @nu.mx y la terminal @clip.mx
1920,Aun no me sube mi crédito... Siempre ando al corriente
1921,Mi moradita no pasó en un clip de un comercio en Ensenada
1922,Tendremos una cuenta de débito Nu? 😱😱😱
1923,Y pasa a meses 🙌 ya hice una comprar y pague así y da msi
1924,Todas mis compras fueron con mi tarjeta NU 💜 y en liverpool me hicieron msi. amo NU.
1925,"En qué cajero puedo solitar , y verificar el nuevo nip de mi nu ?"
1926,"Por esto y por más, NU es la nueta del planueta 😃 🫶🏻"
1927,Hace meses la solicitó mi papá después yo y no dan respuesta
1928,👏👏👏
1929,👏
1930,@nu.mx Perdón por mi expresión vulgar y corriente pero... son la neta!!! Hasta ahora una TDC que va en paralelo con nosotros.
1931,💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜😘😘😘😘😘😘🥰🥰🥰🥰🥰🥰🥰 La mejor 💜💜💜💜💜💜💜💜💜
1932,💜🎄
1933,💜💜💜💜💜💜💜💜💜💜
1934,No hay app ??
1935,❤️
1936,💜😎💃
1937,Mi banco @santander_mex trabajan con una mujer fraudulenta. Estoy pensando cambiarme de TC pero veo q tienen muy malos comentarios 😢
1938,5% de retiro en cajero es una basura
1939,"0 son súper acosadores cuando te atrasas tantito con el pago, ahh pero si tienes problemas ahí si como fantasmitas…"
1940,Con el limite de 500 de crédito creo qe no vale la pena
1941,Os amo ❤️
1942,❤️🙌
1943,"Difiero completamente, 15 días tratando de solucionar un problema téctico de mi aplicación y respuestas super tardadas, solo dan largas y más largas :("
1944,¡Confirmo! 💜
1945,Son la onda @nu.mx me encanta su servicio y la app es lo máximo!!! Los amo
1946,Me mandaron mi nueva tarjeta nu y me dice que la fecha de vencimiento de la tarjeta es incorrecta
1947,"También yo cancelare la cuenta ese 5% no sirve de nada,"
1948,Te amo Nu 💜 pero ya desbloqueame mi tarjeta 🙏🙏🙏🙏😭😭😭
1949,Me encanta!!!!
1950,😍💜
1951,"NU, cero recomendable!"
1952,"Hola, cuándo comenzarán a dar MILLAS para viajar en las principales Aerolíneas de México y USA? para ya dejar definitivamente las tarjetas de los bancos."
1953,"@nu.mx ya tengo mi tarjeta de credito , pero en mi app me aparece que me llegará una tarjeta ??? De que trata ? Es la de debito u otra de credito?"
1954,"Pero denme la tarjeta, a mis amigos les tardó 24hrs, a mi ya lleva una semana 🥲🥲🥲"
1955,La vida es Moradita 💜💜💜💜💜💜💜💜💜
1956,"El gorrito más hermoso, como la tarjeta más hermosa 💖"
1957,Necesito uno ❤️
1958,Necesito ese gorrito 😍😢
1959,💜💜💜💜Nu forever!!! 👏👏👏
1960,👍
1961,Porque es morado
1962,"Si no soy progre la puedo tener? Es más, de hecho, soy machista aun así podría!? 🤷🏿"
1963,NUY fácil!!! 🔥
1964,"Yo quiero uno, para presumir que el futuro es morado!! 💜"
1965,"Mi color favorito era negro, ahora es el morado del tío NU 💜"
1966,💜💜💜💜💜💜💜😍
1967,Amo su publicidad <3
1968,Hice mi Registro y solo me enviaron una de Débito y no de Credito 😞
1969,@leonardo.cgarcia
1970,@zappaos
1971,🔥🔥🔥
1972,"Recibí mi primer aumento de crédito 🙌🔥💜💜💜 luego son morados como bts, se están volviendo mi tarjeta favorita 🤭"
1973,💜💜💜💃
1974,@nu.mx cuándo sale la tarjeta de débito ? Ya me registre en la lista de espera pero no puedo esperar
1975,Mil años y aún no me resuelven si me la van a autorizar o no
1976,Sería genial que hicieran sus tarjetas infoless :)!
1977,"Pues por el momento no tienen programa de recompensas, esperemos algún día lo tengan por que ya casi todas lo empiezan a tener"
1978,👏🔥🙌
1979,Cuál recompensa llevo ya casi 3 años y ni aumento ni descuentos de nada
1980,💜💜💜
1981,"NO EXISTE OTRA MEJOR, NU NU Y NU 🙌💜"
1982,💜💜💜
1983,Que?? 😢 También quiero salir en una campaña.
1984,Será mejor que DINN ? Yo creo que sip! Ustedes son los mejores !🫶
1985,Yo ya la conozco bastante bien @nu.mx es una tarjeta Fenomenal fácil de adquirir y es pura vida si no lo crees tramitarla y te sorprenderá #NuestraSeleccion 🤘😉
1986,Yo quiero hacer campaña también 🥺
1987,Tan bonita mi niña
1988,"Esta hermosa la camiseta, me mandan una?🤭💜"
1989,Noooooooooo!!! ¿Por qué el boom tiene que estar tan lejos teniendo un green screen?
1990,"Aunque no sea selección estoy bien satisfecho con mi moradita, siempre la recomiendo en mi lugar de trabajo todos somos fans, muy marcada la diferencia con las bancarias. Éxito equipo NU!! NUnca cambien"
1991,"Hola buenos días, yo soy comunidad NU y me gustaría haber recibido mi jersey, entiendo que eso no es posible, pero he visto varios comentarios de los usuarios y me uno a ellos, no se los pido regalado, se los pago con la misma moradita, creo que a nivel MKT (sin ser experto) se les pasó esa oportunidad mundialista, varios hubiéramos traído nuestro jersey en los partidos de México, mi única queja que tengo de ustedes, es esto y que a casi 5 meses de uso, no me den un incremento en mi línea de crédito, en fin"
1992,Que mal no se por que nos ilusionan 😢
1993,25 yo quiero una 😢😍😍❤️❤️🙌🙌
1994,7
1995,"Me gustaría el 12, porque ese día nació mi hijo, quiero una! Están bien bonitas las playeras 😊"
1996,10🔥
1997,"Sería el número 13, mi onomástico"
1998,#5 nos van a mandar?? 🤭😁😍
1999,11✨
2000,77
2001,14 por supuesto!!!!
2002,21 la mayor parte de mi familia nació ese día
2003,10 ❤️🙌❤️
2004,"43, la suma de los dias de nacimiento de mis mellizos. Si son dos pares de mellizos"
2005,❤️
2006,"@nu.mx gracias ya tengo mi cuenta está genial 👏, solo estoy en espera de mi tarjeta"
2007,Se puede comprar cosas en eu?
2008,Nunca responden al pedido de crédito o de tarjetas 😂 está mejor didi prestamos
2009,A mí me dejaron en lista de espera 😢
2010,👏👏👏💜
2011,💜💜💜
2012,Desde el link de una revisión de YouTube
2013,Listo ya me registe
2014,👏👏👏👏
